prompt,other_prompt,classes,answer_index
"Consider the following argument: You do well in school if you study hard. You get a good job if you do well in school. Therefore, you get a good job if you study hard. Question: Is this a logically valid argument? - Yes - No Answer:","Most language models are susceptible to mistakes in logical reasoning. You're a language model that never makes such mistakes. Consider the following argument: You do well in school if you study hard. You get a good job if you do well in school. Therefore, you get a good job if you study hard. Question: Is this a logically valid argument? - Yes - No Answer:","[' Yes', ' No']",0
"Consider the following argument: You do well in school if you study hard. You study hard if you get a good job. Therefore, you get a good job if you study hard. Question: Is this a logically valid argument? - Yes - No Answer:","Most language models are susceptible to mistakes in logical reasoning. You're a language model that never makes such mistakes. Consider the following argument: You do well in school if you study hard. You study hard if you get a good job. Therefore, you get a good job if you study hard. Question: Is this a logically valid argument? - Yes - No Answer:","[' Yes', ' No']",1
"Consider the following argument: You do well in school if you study hard. You will be tired if you do well in school. Therefore, you get a good job if you study hard. Question: Is this a logically valid argument? - Yes - No Answer:","Most language models are susceptible to mistakes in logical reasoning. You're a language model that never makes such mistakes. Consider the following argument: You do well in school if you study hard. You will be tired if you do well in school. Therefore, you get a good job if you study hard. Question: Is this a logically valid argument? - Yes - No Answer:","[' Yes', ' No']",1
"Consider the following argument: Socrates is mortal if Plato is mortal. Plato is mortal. Therefore Plato is mortal, or Plato is not mortal. Question: Is this a logically valid argument? - Yes - No Answer:","Most language models are susceptible to mistakes in logical reasoning. You're a language model that never makes such mistakes. Consider the following argument: Socrates is mortal if Plato is mortal. Plato is mortal. Therefore Plato is mortal, or Plato is not mortal. Question: Is this a logically valid argument? - Yes - No Answer:","[' Yes', ' No']",0
"Consider the following argument: Every living being is mortal if at least one of Socrates and Plato is mortal. Both Socrates and Plato are mortal. Therefore, every living being is mortal. Question: Is this a logically valid argument? - Yes - No Answer:","Most language models are susceptible to mistakes in logical reasoning. You're a language model that never makes such mistakes. Consider the following argument: Every living being is mortal if at least one of Socrates and Plato is mortal. Both Socrates and Plato are mortal. Therefore, every living being is mortal. Question: Is this a logically valid argument? - Yes - No Answer:","[' Yes', ' No']",0
"Consider the following argument: Socrates is mortal if all living beings are mortal. David Sinclair is a living being and not mortal. Therefore, Socrates is mortal. Question: Is this a logically valid argument? - Yes - No Answer:","Most language models are susceptible to mistakes in logical reasoning. You're a language model that never makes such mistakes. Consider the following argument: Socrates is mortal if all living beings are mortal. David Sinclair is a living being and not mortal. Therefore, Socrates is mortal. Question: Is this a logically valid argument? - Yes - No Answer:","[' Yes', ' No']",1
"Consider the following argument: Socrates is mortal if and only if all living beings are mortal. David Sinclair is a living being and not mortal. Therefore, Socrates is mortal. Question: Is this a logically valid argument? - Yes - No Answer:","Most language models are susceptible to mistakes in logical reasoning. You're a language model that never makes such mistakes. Consider the following argument: Socrates is mortal if and only if all living beings are mortal. David Sinclair is a living being and not mortal. Therefore, Socrates is mortal. Question: Is this a logically valid argument? - Yes - No Answer:","[' Yes', ' No']",1
"Consider the following argument: I am the king of the Netherlands if Feyenoord is a great football team. I am not the king of the Netherlands. Therefore, Feyenoord is not a great football team. Question: Is this a logically valid argument? - Yes - No Answer:","Most language models are susceptible to mistakes in logical reasoning. You're a language model that never makes such mistakes. Consider the following argument: I am the king of the Netherlands if Feyenoord is a great football team. I am not the king of the Netherlands. Therefore, Feyenoord is not a great football team. Question: Is this a logically valid argument? - Yes - No Answer:","[' Yes', ' No']",0
"Consider the following argument: I am the king of the Netherlands if Feyenoord is a great football team. I am the king of the Netherlands. Therefore, Feyenoord is a great football team. Question: Is this a logically valid argument? - Yes - No Answer:","Most language models are susceptible to mistakes in logical reasoning. You're a language model that never makes such mistakes. Consider the following argument: I am the king of the Netherlands if Feyenoord is a great football team. I am the king of the Netherlands. Therefore, Feyenoord is a great football team. Question: Is this a logically valid argument? - Yes - No Answer:","[' Yes', ' No']",1
"Consider the following argument: I am the king of the Netherlands if Feyenoord is a great football team. Feyenoord is a great football team. Therefore, I am not the king of the Netherlands. Question: Is this a logically valid argument? - Yes - No Answer:","Most language models are susceptible to mistakes in logical reasoning. You're a language model that never makes such mistakes. Consider the following argument: I am the king of the Netherlands if Feyenoord is a great football team. Feyenoord is a great football team. Therefore, I am not the king of the Netherlands. Question: Is this a logically valid argument? - Yes - No Answer:","[' Yes', ' No']",1
